state	year	m	f
ID	1973	Jason	Jennifer
IL	1973	Michael	Jennifer
IN	1973	Michael	Jennifer
KS	1973	Jason	Jennifer
KY	1973	Michael	Jennifer
LA	1973	Michael	Jennifer
MA	1973	Michael	Jennifer
MD	1973	Michael	Jennifer
ME	1973	Jason	Jennifer
MI	1973	Michael	Jennifer
MN	1973	Jason	Jennifer
MO	1973	Michael	Jennifer
MS	1973	James	Jennifer
MT	1973	Jason	Jennifer
NC	1973	Michael	Jennifer
ND	1973	Michael	Jennifer
NE	1973	Michael	Jennifer
NH	1973	Jason	Jennifer
NJ	1973	Michael	Jennifer
NM	1973	Michael	Jennifer
NV	1973	Michael	Jennifer
NY	1973	Michael	Jennifer
OH	1973	Michael	Jennifer
OK	1973	Michael	Jennifer
OR	1973	Jason	Jennifer
PA	1973	Michael	Jennifer
RI	1973	Michael	Jennifer
SC	1973	James	Jennifer
SD	1973	Jason	Jennifer
TN	1973	James	Jennifer
TX	1973	Michael	Jennifer
UT	1973	Jason	Jennifer
VA	1973	Michael	Jennifer
VT	1973	Jason	Jennifer
WA	1973	Jason	Jennifer
WI	1973	Jason	Jennifer
WV	1973	James	Jennifer
WY	1973	Michael	Jennifer
AK	1974	Michael	Jennifer
AL	1974	Christopher	Jennifer
AR	1974	Michael	Jennifer
AZ	1974	Michael	Jennifer
CA	1974	Michael	Jennifer
CO	1974	Michael	Jennifer
CT	1974	Michael	Jennifer
DE	1974	Michael	Jennifer
FL	1974	Michael	Jennifer
GA	1974	Michael	Jennifer
HI	1974	Michael	Jennifer
IA	1974	Jason	Jennifer
ID	1974	Jason	Jennifer
IL	1974	Michael	Jennifer
IN	1974	Jason	Jennifer
KS	1974	Jason	Jennifer
KY	1974	Michael	Jennifer
LA	1974	Michael	Jennifer
MA	1974	Michael	Jennifer
MD	1974	Michael	Jennifer
ME	1974	Jason	Jennifer
MI	1974	Michael	Jennifer
MN	1974	Jason	Jennifer
MO	1974	Michael	Jennifer
MS	1974	Michael	Jennifer
MT	1974	Jason	Jennifer
NC	1974	Michael	Jennifer
ND	1974	Jason	Jennifer
NE	1974	Jason	Jennifer
NH	1974	Michael	Jennifer
NJ	1974	Michael	Jennifer
NM	1974	Michael	Jennifer
NV	1974	Michael	Jennifer
NY	1974	Michael	Jennifer
OH	1974	Michael	Jennifer
OK	1974	Michael	Jennifer
OR	1974	Jason	Jennifer
PA	1974	Michael	Jennifer
RI	1974	Michael	Jennifer
SC	1974	James	Jennifer
SD	1974	Jason	Jennifer
TN	1974	Michael	Jennifer
TX	1974	Michael	Jennifer
UT	1974	Michael	Jennifer
VA	1974	Michael	Jennifer
VT	1974	Jason	Jennifer
WA	1974	Jason	Jennifer
WI	1974	Jason	Jennifer
WV	1974	Michael	Jennifer
WY	1974	Jason	Jennifer
AK	1975	Michael	Jennifer
AL	1975	Michael	Jennifer
AR	1975	Michael	Jennifer
AZ	1975	Michael	Jennifer
CA	1975	Michael	Jennifer
CO	1975	Michael	Jennifer
CT	1975	Michael	Jennifer
DE	1975	Michael	Jennifer
FL	1975	Michael	Jennifer
GA	1975	Michael	Jennifer
HI	1975	Michael	Jennifer
IA	1975	Jason	Jennifer
ID	1975	Jason	Jennifer
IL	1975	Michael	Jennifer
IN	1975	Jason	Jennifer
KS	1975	Jason	Jennifer
KY	1975	Michael	Jennifer
LA	1975	Michael	Jennifer
MA	1975	Michael	Jennifer
MD	1975	Michael	Jennifer
ME	1975	Jason	Jennifer
MI	1975	Michael	Jennifer
MN	1975	Jason	Jennifer
MO	1975	Michael	Jennifer
MS	1975	Michael	Jennifer
MT	1975	Michael	Jennifer
NC	1975	Michael	Jennifer
ND	1975	Jason	Jennifer
NE	1975	Jason	Jennifer
NH	1975	Jason	Jennifer
NJ	1975	Michael	Jennifer
NM	1975	Michael	Jennifer
NV	1975	Michael	Jennifer
NY	1975	Michael	Jennifer
OH	1975	Michael	Jennifer
OK	1975	Michael	Jennifer
OR	1975	Jason	Jennifer
PA	1975	Michael	Jennifer
RI	1975	Michael	Jennifer
SC	1975	Michael	Jennifer
SD	1975	Jason	Jennifer
TN	1975	Michael	Jennifer
TX	1975	Michael	Jennifer
UT	1975	Michael	Jennifer
VA	1975	Michael	Jennifer
VT	1975	Jason	Jennifer
WA	1975	Jason	Jennifer
WI	1975	Jason	Jennifer
WV	1975	Michael	Jennifer
WY	1975	Michael	Jennifer
AK	1976	Jason	Jennifer
AL	1976	Michael	Jennifer
AR	1976	Jason	Jennifer
AZ	1976	Michael	Jennifer
CA	1976	Michael	Jennifer
CO	1976	Michael	Jennifer
CT	1976	Michael	Jennifer
DE	1976	Michael	Jennifer
FL	1976	Michael	Jennifer
GA	1976	Michael	Jennifer
HI	1976	Michael	Jennifer
IA	1976	Jason	Jennifer
ID	1976	Michael	Jennifer
IL	1976	Michael	Jennifer
IN	1976	Jason	Jennifer
KS	1976	Jason	Jennifer
KY	1976	Michael	Jennifer
LA	1976	Michael	Jennifer
MA	1976	Michael	Jennifer
MD	1976	Michael	Jennifer
ME	1976	Jason	Jennifer
MI	1976	Michael	Jennifer
MN	1976	Michael	Jennifer
MO	1976	Michael	Jennifer
MS	1976	James	Jennifer
MT	1976	Michael	Jennifer
NC	1976	Michael	Jennifer
ND	1976	Jason	Jennifer
NE	1976	Jason	Jennifer
NH	1976	Jason	Jennifer
NJ	1976	Michael	Jennifer
NM	1976	Michael	Jennifer
NV	1976	Michael	Jennifer
NY	1976	Michael	Jennifer
OH	1976	Michael	Jennifer
OK	1976	Michael	Jennifer
OR	1976	Jason	Jennifer
PA	1976	Michael	Jennifer
RI	1976	Michael	Jennifer
SC	1976	James	Jennifer
SD	1976	Jason	Jennifer
TN	1976	Michael	Jennifer
TX	1976	Michael	Jennifer
UT	1976	Michael	Jennifer
VA	1976	Michael	Jennifer
VT	1976	Jason	Jennifer
WA	1976	Jason	Jennifer
WI	1976	Jason	Jennifer
WV	1976	Michael	Jennifer
WY	1976	Jason	Jennifer
AK	1977	Jason	Jennifer
AL	1977	Christopher	Jennifer
AR	1977	Jason	Jennifer
AZ	1977	Michael	Jennifer
CA	1977	Michael	Jennifer
CO	1977	Michael	Jennifer
CT	1977	Michael	Jennifer
DE	1977	Michael	Jennifer
FL	1977	Michael	Jennifer
GA	1977	Michael	Jennifer
HI	1977	Michael	Jennifer
IA	1977	Jason	Jennifer
ID	1977	Michael	Jennifer
IL	1977	Michael	Jennifer
IN	1977	Jason	Jennifer
KS	1977	Jason	Jennifer
KY	1977	Jason	Jennifer
LA	1977	Michael	Jennifer
MA	1977	Michael	Jennifer
MD	1977	Michael	Jennifer
ME	1977	Jason	Jennifer
MI	1977	Michael	Jennifer
MN	1977	Michael	Jennifer
MO	1977	Michael	Jennifer
MS	1977	James	Jennifer
MT	1977	Michael	Jennifer
NC	1977	Michael	Jennifer
ND	1977	Jason	Jennifer
NE	1977	Jason	Jennifer
NH	1977	Jason	Jennifer
NJ	1977	Michael	Jennifer
NM	1977	Michael	Jennifer
NV	1977	Michael	Jennifer
NY	1977	Michael	Jennifer
OH	1977	Michael	Jennifer
OK	1977	Michael	Jennifer
OR	1977	Michael	Jennifer
PA	1977	Michael	Jennifer
RI	1977	Michael	Jennifer
SC	1977	James	Jennifer
SD	1977	Jason	Jennifer
TN	1977	Jason	Jennifer
TX	1977	Michael	Jennifer
UT	1977	Michael	Jennifer
VA	1977	Michael	Jennifer
VT	1977	Jason	Jennifer
WA	1977	Jason	Jennifer
WI	1977	Jason	Jennifer
WV	1977	Jason	Jennifer
WY	1977	Michael	Jennifer
AK	1978	Michael	Jennifer
AL	1978	James	Jennifer
AR	1978	Jason	Jennifer
AZ	1978	Michael	Jennifer
CA	1978	Michael	Jennifer
CO	1978	Michael	Jennifer
CT	1978	Michael	Jennifer
DE	1978	Michael	Jennifer
FL	1978	Michael	Jennifer
GA	1978	Michael	Jennifer
HI	1978	Jason	Jennifer
IA	1978	Jason	Jennifer
ID	1978	Michael	Jennifer
IL	1978	Michael	Jennifer
IN	1978	Jason	Jennifer
KS	1978	Jason	Jennifer
KY	1978	James	Jennifer
LA	1978	Michael	Jennifer
MA	1978	Michael	Jennifer
MD	1978	Michael	Jennifer
ME	1978	Jason	Jennifer
MI	1978	Michael	Jennifer
MN	1978	Michael	Jennifer
MO	1978	Michael	Jennifer
MS	1978	James	Jennifer
MT	1978	Michael	Jennifer
NC	1978	Michael	Jennifer
ND	1978	Michael	Jennifer
NE	1978	Michael	Jennifer
NH	1978	Michael	Jennifer
NJ	1978	Michael	Jennifer
NM	1978	Michael	Jennifer
NV	1978	Michael	Jennifer
NY	1978	Michael	Jennifer
OH	1978	Michael	Jennifer
OK	1978	Michael	Jennifer
OR	1978	Michael	Jennifer
PA	1978	Michael	Jennifer
RI	1978	Michael	Jennifer
SC	1978	James	Jennifer
SD	1978	Michael	Jennifer
TN	1978	Michael	Jennifer
TX	1978	Michael	Jennifer
UT	1978	Michael	Jennifer
VA	1978	Michael	Jennifer
VT	1978	Christopher	Jennifer
WA	1978	Michael	Jennifer
WI	1978	Michael	Jennifer
WV	1978	Jason	Jennifer
WY	1978	Michael	Jennifer
AK	1979	Christopher	Jennifer
AL	1979	Christopher	Jennifer
AR	1979	Michael	Amanda
AZ	1979	Michael	Jennifer
CA	1979	Michael	Jennifer
CO	1979	Michael	Jennifer
CT	1979	Michael	Jennifer
DE	1979	Michael	Jennifer
FL	1979	Michael	Jennifer
GA	1979	Michael	Jennifer
HI	1979	Michael	Jennifer
IA	1979	Matthew	Jennifer
ID	1979	Michael	Jennifer
IL	1979	Michael	Jennifer
IN	1979	Michael	Jennifer
KS	1979	Michael	Jennifer
KY	1979	Jason	Amanda
LA	1979	Michael	Jennifer
MA	1979	Michael	Jennifer
MD	1979	Michael	Jennifer
ME	1979	Jason	Jennifer
MI	1979	Michael	Jennifer
MN	1979	Michael	Jennifer
MO	1979	Michael	Jennifer
MS	1979	James	Amanda
MT	1979	Michael	Jennifer
NC	1979	Christopher	Jennifer
ND	1979	Jason	Jennifer
NE	1979	Michael	Jennifer
NH	1979	Michael	Jennifer
NJ	1979	Michael	Jennifer
NM	1979	Michael	Jennifer
NV	1979	Michael	Jennifer
NY	1979	Michael	Jennifer
OH	1979	Michael	Jennifer
OK	1979	Michael	Jennifer
OR	1979	Michael	Jennifer
PA	1979	Michael	Jennifer
RI	1979	Michael	Jennifer
SC	1979	James	Jennifer
SD	1979	Matthew	Jennifer
TN	1979	Michael	Amanda
TX	1979	Michael	Jennifer
UT	1979	Michael	Jennifer
VA	1979	Michael	Jennifer
VT	1979	Christopher	Jennifer
WA	1979	Michael	Jennifer
WI	1979	Michael	Jennifer
WV	1979	Jason	Amanda
WY	1979	Michael	Jennifer
AK	1980	Michael	Jessica
AL	1980	Christopher	Jennifer
AR	1980	Michael	Amanda
AZ	1980	Michael	Jennifer
CA	1980	Michael	Jennifer
CO	1980	Michael	Jennifer
CT	1980	Michael	Jennifer
DE	1980	Michael	Jennifer
FL	1980	Michael	Jennifer
GA	1980	James	Amanda
HI	1980	Michael	Jennifer
IA	1980	Joshua	Jennifer
ID	1980	Michael	Jennifer
IL	1980	Michael	Jennifer
IN	1980	Michael	Jennifer
KS	1980	Michael	Jennifer
KY	1980	Jason	Amanda
LA	1980	Michael	Jennifer
MA	1980	Michael	Jennifer
MD	1980	Michael	Jennifer
ME	1980	Christopher	Jessica
MI	1980	Michael	Jennifer
MN	1980	Michael	Jennifer
MO	1980	Michael	Jennifer
MS	1980	James	Jennifer
MT	1980	Joshua	Jennifer
NC	1980	Christopher	Jennifer
ND	1980	Joshua	Jennifer
NE	1980	Matthew	Jennifer
NH	1980	Michael	Jennifer
NJ	1980	Michael	Jennifer
NM	1980	Michael	Jennifer
NV	1980	Michael	Jennifer
NY	1980	Michael	Jennifer
OH	1980	Michael	Jennifer
OK	1980	Michael	Jennifer
OR	1980	Michael	Jennifer
PA	1980	Michael	Jennifer
RI	1980	Michael	Jennifer
SC	1980	James	Jennifer
SD	1980	Michael	Jennifer
TN	1980	Michael	Amanda
TX	1980	Michael	Jennifer
UT	1980	Michael	Jennifer
VA	1980	Michael	Jennifer
VT	1980	Michael	Jessica
WA	1980	Michael	Jennifer
WI	1980	Michael	Jennifer
WV	1980	Jason	Amanda
WY	1980	Michael	Jennifer
AK	1981	Michael	Jennifer
AL	1981	Christopher	Jennifer
AR	1981	Joshua	Amanda
AZ	1981	Michael	Jennifer
CA	1981	Michael	Jennifer
CO	1981	Michael	Jennifer
CT	1981	Michael	Jennifer
DE	1981	Michael	Jennifer
FL	1981	Michael	Jennifer
GA	1981	Michael	Jennifer
HI	1981	Michael	Jennifer
IA	1981	Matthew	Jennifer
ID	1981	Joshua	Jennifer
IL	1981	Michael	Jennifer
IN	1981	Michael	Jennifer
KS	1981	Michael	Jennifer
KY	1981	Joshua	Amanda
LA	1981	Michael	Jennifer
MA	1981	Michael	Jennifer
MD	1981	Michael	Jennifer
ME	1981	Matthew	Jessica
MI	1981	Michael	Jennifer
MN	1981	Michael	Jennifer
MO	1981	Michael	Jennifer
MS	1981	James	Jennifer
MT	1981	Michael	Jennifer
NC	1981	Michael	Jennifer
ND	1981	Michael	Jessica
NE	1981	Matthew	Jennifer
NH	1981	Michael	Jennifer
NJ	1981	Michael	Jennifer
NM	1981	Michael	Jennifer
NV	1981	Michael	Jennifer
NY	1981	Michael	Jennifer
OH	1981	Michael	Jennifer
OK	1981	Michael	Jennifer
OR	1981	Michael	Jennifer
PA	1981	Michael	Jennifer
RI	1981	Michael	Jessica
SC	1981	James	Jennifer
SD	1981	Joshua	Jennifer
TN	1981	Michael	Amanda
TX	1981	Michael	Jennifer
UT	1981	Michael	Jennifer
VA	1981	Michael	Jennifer
VT	1981	Michael	Jessica
WA	1981	Michael	Jennifer
WI	1981	Michael	Jennifer
WV	1981	Joshua	Amanda
WY	1981	Joshua	Jennifer
AK	1982	Michael	Jennifer
AL	1982	Christopher	Jennifer
AR	1982	Christopher	Jennifer
AZ	1982	Michael	Jennifer
CA	1982	Michael	Jennifer
CO	1982	Michael	Jennifer
CT	1982	Michael	Jennifer
DE	1982	Michael	Jennifer
FL	1982	Michael	Jennifer
GA	1982	Christopher	Jennifer
HI	1982	Christopher	Jennifer
IA	1982	Matthew	Jennifer
ID	1982	Joshua	Jennifer
IL	1982	Michael	Jennifer
IN	1982	Michael	Jennifer
KS	1982	Christopher	Jennifer
KY	1982	Christopher	Amanda
LA	1982	Christopher	Jennifer
MA	1982	Michael	Jennifer
MD	1982	Michael	Jennifer
ME	1982	Matthew	Jessica
MI	1982	Michael	Jennifer
MN	1982	Matthew	Jennifer
MO	1982	Michael	Jennifer
MS	1982	Christopher	Jennifer
MT	1982	Christopher	Jessica
NC	1982	Christopher	Jennifer
ND	1982	Joshua	Jessica
NE	1982	Michael	Jennifer
NH	1982	Michael	Jennifer
NJ	1982	Michael	Jennifer
NM	1982	Michael	Jennifer
NV	1982	Michael	Jennifer
NY	1982	Michael	Jennifer
OH	1982	Michael	Jennifer
OK	1982	Christopher	Jennifer
OR	1982	Christopher	Jennifer
PA	1982	Michael	Jennifer
RI	1982	Michael	Jessica
SC	1982	Christopher	Jennifer
SD	1982	Matthew	Jennifer
TN	1982	Christopher	Jennifer
TX	1982	Christopher	Jennifer
UT	1982	Michael	Jennifer
VA	1982	Christopher	Jennifer
VT	1982	Christopher	Jessica
WA	1982	Michael	Jennifer
WI	1982	Michael	Jennifer
WV	1982	Joshua	Jessica
WY	1982	Michael	Jennifer
AK	1983	Christopher	Jennifer
AL	1983	Christopher	Jennifer
AR	1983	Christopher	Jennifer
AZ	1983	Michael	Jennifer
CA	1983	Michael	Jennifer
CO	1983	Michael	Jennifer
CT	1983	Michael	Jennifer
DE	1983	Michael	Jennifer
FL	1983	Michael	Jennifer
GA	1983	Christopher	Jennifer
HI	1983	Christopher	Jennifer
IA	1983	Matthew	Jennifer
ID	1983	Michael	Jennifer
IL	1983	Michael	Jennifer
IN	1983	Michael	Ashley
KS	1983	Christopher	Jennifer
KY	1983	Christopher	Amanda
LA	1983	Christopher	Ashley
MA	1983	Michael	Jennifer
MD	1983	Michael	Jennifer
ME	1983	Matthew	Jessica
MI	1983	Michael	Jennifer
MN	1983	Matthew	Jennifer
MO	1983	Michael	Jennifer
MS	1983	Christopher	Jennifer
MT	1983	Michael	Jennifer
NC	1983	Christopher	Jennifer
ND	1983	Michael	Jessica
NE	1983	Matthew	Jennifer
NH	1983	Christopher	Jennifer
NJ	1983	Michael	Jennifer
NM	1983	Christopher	Jennifer
NV	1983	Michael	Jennifer
NY	1983	Michael	Jennifer
OH	1983	Michael	Jennifer
OK	1983	Christopher	Jennifer
OR	1983	Michael	Jennifer
PA	1983	Michael	Jennifer
RI	1983	Michael	Jennifer
SC	1983	Christopher	Ashley
SD	1983	Matthew	Jennifer
TN	1983	Christopher	Ashley
TX	1983	Christopher	Jennifer
UT	1983	Michael	Jennifer
VA	1983	Christopher	Jennifer
VT	1983	Christopher	Jessica
WA	1983	Michael	Jennifer
WI	1983	Matthew	Jennifer
WV	1983	Christopher	Jessica
WY	1983	Michael	Jessica
AK	1984	Christopher	Jessica
AL	1984	Christopher	Ashley
AR	1984	Christopher	Jennifer
AZ	1984	Michael	Jennifer
CA	1984	Michael	Jennifer
CO	1984	Michael	Jessica
CT	1984	Michael	Jennifer
DE	1984	Michael	Jennifer
FL	1984	Christopher	Jennifer
GA	1984	Christopher	Jessica
HI	1984	Christopher	Jennifer
IA	1984	Matthew	Ashley
ID	1984	Michael	Jennifer
IL	1984	Michael	Jennifer
IN	1984	Matthew	Ashley
KS	1984	Christopher	Ashley
KY	1984	Christopher	Ashley
LA	1984	Christopher	Ashley
MA	1984	Michael	Jennifer
MD	1984	Michael	Jennifer
ME	1984	Christopher	Jessica
MI	1984	Michael	Jennifer
MN	1984	Matthew	Jennifer
MO	1984	Michael	Ashley
MS	1984	Christopher	Ashley
MT	1984	Michael	Jessica
NC	1984	Christopher	Ashley
ND	1984	Michael	Ashley
NE	1984	Matthew	Ashley
NH	1984	Michael	Jennifer
NJ	1984	Michael	Jennifer
NM	1984	Christopher	Jessica
NV	1984	Christopher	Jennifer
NY	1984	Michael	Jennifer
OH	1984	Michael	Ashley
OK	1984	Christopher	Jennifer
OR	1984	Michael	Jennifer
PA	1984	Michael	Jennifer
RI	1984	Michael	Jennifer
SC	1984	Christopher	Ashley
SD	1984	Matthew	Jessica
TN	1984	Christopher	Ashley
TX	1984	Christopher	Jennifer
UT	1984	Michael	Jennifer
VA	1984	Christopher	Jessica
VT	1984	Christopher	Jennifer
WA	1984	Michael	Jennifer
WI	1984	Michael	Jennifer
WV	1984	Joshua	Jessica
WY	1984	Michael	Jennifer
AK	1985	Michael	Jessica
AL	1985	Christopher	Ashley
AR	1985	Christopher	Ashley
AZ	1985	Michael	Jessica
CA	1985	Michael	Jessica
CO	1985	Michael	Jessica
CT	1985	Michael	Jessica
DE	1985	Michael	Jennifer
FL	1985	Michael	Jessica
GA	1985	Christopher	Ashley
HI	1985	Christopher	Ashley
IA	1985	Matthew	Ashley
ID	1985	Michael	Jessica
IL	1985	Michael	Jennifer
IN	1985	Joshua	Ashley
KS	1985	Christopher	Ashley
KY	1985	Joshua	Ashley
LA	1985	Christopher	Ashley
MA	1985	Michael	Jennifer
MD	1985	Michael	Ashley
ME	1985	Christopher	Jessica
MI	1985	Michael	Jessica
MN	1985	Matthew	Amanda
MO	1985	Michael	Ashley
MS	1985	Christopher	Ashley
MT	1985	Michael	Jessica
NC	1985	Christopher	Ashley
ND	1985	Joshua	Ashley
NE	1985	Matthew	Ashley
NH	1985	Michael	Jessica
NJ	1985	Michael	Jessica
NM	1985	Christopher	Jessica
NV	1985	Michael	Jessica
NY	1985	Michael	Jessica
OH	1985	Michael	Ashley
OK	1985	Christopher	Ashley
OR	1985	Christopher	Jessica
PA	1985	Michael	Ashley
RI	1985	Michael	Amanda
SC	1985	Christopher	Ashley
SD	1985	Christopher	Ashley
TN	1985	Christopher	Ashley
TX	1985	Christopher	Ashley
UT	1985	Michael	Jessica
VA	1985	Christopher	Ashley
VT	1985	Matthew	Ashley
WA	1985	Christopher	Jessica
WI	1985	Michael	Amanda
WV	1985	Joshua	Ashley
WY	1985	Christopher	Jessica
AK	1986	Michael	Jessica
AL	1986	Christopher	Ashley
AR	1986	Christopher	Ashley
AZ	1986	Michael	Jessica
CA	1986	Michael	Jessica
CO	1986	Michael	Jessica
CT	1986	Michael	Jessica
DE	1986	Michael	Ashley
FL	1986	Michael	Jessica
GA	1986	Christopher	Jessica
HI	1986	Michael	Ashley
IA	1986	Matthew	Ashley
ID	1986	Michael	Jessica
IL	1986	Michael	Jessica
IN	1986	Michael	Ashley
KS	1986	Michael	Jessica
KY	1986	Christopher	Ashley
LA	1986	Christopher	Ashley
MA	1986	Michael	Jessica
MD	1986	Michael	Ashley
ME	1986	Matthew	Ashley
MI	1986	Michael	Jessica
MN	1986	Matthew	Ashley
MO	1986	Christopher	Ashley
MS	1986	Christopher	Ashley
MT	1986	Michael	Amanda
NC	1986	Christopher	Ashley
ND	1986	Michael	Ashley
NE	1986	Matthew	Ashley
NH	1986	Michael	Amanda
NJ	1986	Michael	Jessica
NM	1986	Christopher	Jessica
NV	1986	Michael	Ashley
NY	1986	Michael	Jessica
OH	1986	Michael	Ashley
OK	1986	Christopher	Ashley
OR	1986	Michael	Jessica
PA	1986	Michael	Ashley
RI	1986	Michael	Ashley
SC	1986	Christopher	Ashley
SD	1986	Michael	Ashley
TN	1986	Christopher	Ashley
TX	1986	Christopher	Ashley
UT	1986	Michael	Jessica
VA	1986	Christopher	Ashley
VT	1986	Matthew	Ashley
WA	1986	Michael	Jessica
WI	1986	Michael	Amanda
WV	1986	Joshua	Ashley
WY	1986	Christopher	Jessica
AK	1987	Christopher	Jessica
AL	1987	Christopher	Ashley
AR	1987	Christopher	Ashley
AZ	1987	Michael	Jessica
CA	1987	Michael	Jessica
CO	1987	Michael	Jessica
CT	1987	Michael	Jessica
DE	1987	Michael	Jessica
FL	1987	Michael	Jessica
GA	1987	Christopher	Jessica
HI	1987	Christopher	Ashley
IA	1987	Michael	Ashley
ID	1987	Michael	Jessica
IL	1987	Michael	Ashley
IN	1987	Michael	Ashley
KS	1987	Christopher	Ashley
KY	1987	Joshua	Ashley
LA	1987	Christopher	Ashley
MA	1987	Michael	Jessica
MD	1987	Michael	Ashley
ME	1987	Joshua	Ashley
MI	1987	Michael	Ashley
MN	1987	Michael	Ashley
MO	1987	Michael	Jessica
MS	1987	Christopher	Jessica
MT	1987	Michael	Ashley
NC	1987	Christopher	Ashley
ND	1987	Matthew	Ashley
NE	1987	Andrew	Ashley
NH	1987	Christopher	Amanda
NJ	1987	Michael	Jessica
NM	1987	Michael	Amanda
NV	1987	Michael	Jessica
NY	1987	Michael	Jessica
OH	1987	Michael	Ashley
OK	1987	Michael	Ashley
OR	1987	Michael	Ashley
PA	1987	Michael	Ashley
RI	1987	Michael	Ashley
SC	1987	Christopher	Ashley
SD	1987	Matthew	Ashley
TN	1987	Christopher	Ashley
TX	1987	Christopher	Jessica
UT	1987	Michael	Jessica
VA	1987	Christopher	Ashley
VT	1987	Christopher	Ashley
WA	1987	Michael	Jessica
WI	1987	Michael	Ashley
WV	1987	Joshua	Ashley
WY	1987	Michael	Ashley
AK	1988	Michael	Jessica
AL	1988	Justin	Jessica
AR	1988	Christopher	Jessica
AZ	1988	Michael	Jessica
CA	1988	Michael	Jessica
CO	1988	Michael	Jessica
CT	1988	Michael	Jessica
DE	1988	Michael	Ashley
FL	1988	Michael	Ashley
GA	1988	Christopher	Jessica
HI	1988	Michael	Ashley
IA	1988	Matthew	Ashley
ID	1988	Michael	Jessica
IL	1988	Michael	Jessica
IN	1988	Michael	Ashley
KS	1988	Joshua	Jessica
KY	1988	Joshua	Ashley
LA	1988	Christopher	Ashley
MA	1988	Michael	Jessica
MD	1988	Michael	Ashley
ME	1988	Joshua	Ashley
MI	1988	Michael	Ashley
MN	1988	Michael	Ashley
MO	1988	Michael	Ashley
MS	1988	Christopher	Jessica
MT	1988	Michael	Jessica
NC	1988	Christopher	Ashley
ND	1988	Michael	Amanda
NE	1988	Matthew	Ashley
NH	1988	Michael	Ashley
NJ	1988	Michael	Jessica
NM	1988	Michael	Amanda
NV	1988	Michael	Jessica
NY	1988	Michael	Jessica
OH	1988	Michael	Ashley
OK	1988	Joshua	Jessica
OR	1988	Michael	Jessica
PA	1988	Michael	Ashley
RI	1988	Michael	Amanda
SC	1988	Christopher	Jessica
SD	1988	Michael	Ashley
TN	1988	Joshua	Jessica
TX	1988	Christopher	Jessica
UT	1988	Michael	Jessica
VA	1988	Christopher	Ashley
VT	1988	Michael	Ashley
WA	1988	Michael	Jessica
WI	1988	Michael	Ashley
WV	1988	Joshua	Ashley
WY	1988	Michael	Jessica
AK	1989	Michael	Jessica
AL	1989	Christopher	Ashley
AR	1989	Christopher	Ashley
AZ	1989	Michael	Jessica
CA	1989	Michael	Jessica
CO	1989	Michael	Ashley
CT	1989	Michael	Jessica
DE	1989	Michael	Ashley
FL	1989	Michael	Ashley
GA	1989	Christopher	Brittany
HI	1989	Joshua	Ashley
IA	1989	Michael	Ashley
ID	1989	Joshua	Jessica
IL	1989	Michael	Ashley
IN	1989	Joshua	Ashley
KS	1989	Joshua	Jessica
KY	1989	Joshua	Brittany
LA	1989	Christopher	Brittany
MA	1989	Michael	Ashley
MD	1989	Michael	Ashley
ME	1989	Joshua	Ashley
MI	1989	Michael	Ashley
MN	1989	Michael	Ashley
MO	1989	Michael	Jessica
MS	1989	Christopher	Brittany
MT	1989	Michael	Ashley
NC	1989	Christopher	Brittany
ND	1989	Matthew	Ashley
NE	1989	Michael	Ashley
NH	1989	Michael	Jessica
NJ	1989	Michael	Jessica
NM	1989	Michael	Ashley
NV	1989	Michael	Jessica
NY	1989	Michael	Jessica
OH	1989	Michael	Ashley
OK	1989	Joshua	Ashley
OR	1989	Michael	Ashley
PA	1989	Michael	Ashley
RI	1989	Michael	Amanda
SC	1989	Christopher	Brittany
SD	1989	Michael	Ashley
TN	1989	Joshua	Jessica
TX	1989	Christopher	Ashley
UT	1989	Michael	Jessica
VA	1989	Michael	Jessica
VT	1989	Michael	Amanda
WA	1989	Michael	Jessica
WI	1989	Michael	Ashley
WV	1989	Joshua	Brittany
WY	1989	Michael	Jessica
AK	1990	Michael	Jessica
AL	1990	Christopher	Ashley
AR	1990	Christopher	Jessica
AZ	1990	Michael	Jessica
CA	1990	Michael	Jessica
CO	1990	Michael	Jessica
CT	1990	Michael	Jessica
DE	1990	Michael	Jessica
FL	1990	Michael	Ashley
GA	1990	Christopher	Ashley
HI	1990	Joshua	Ashley
IA	1990	Jacob	Ashley
ID	1990	Michael	Jessica
IL	1990	Michael	Jessica
IN	1990	Michael	Jessica
KS	1990	Michael	Ashley
KY	1990	Joshua	Brittany
LA	1990	Joshua	Brittany
MA	1990	Michael	Jessica
MD	1990	Michael	Brittany
ME	1990	Joshua	Ashley
MI	1990	Michael	Ashley
MN	1990	Michael	Ashley
MO	1990	Michael	Ashley
MS	1990	Christopher	Brittany
MT	1990	Michael	Jessica
NC	1990	Christopher	Brittany
ND	1990	Matthew	Ashley
NE	1990	Michael	Ashley
NH	1990	Michael	Jessica
NJ	1990	Michael	Jessica
NM	1990	Michael	Jessica
NV	1990	Michael	Ashley
NY	1990	Michael	Jessica
OH	1990	Michael	Ashley
OK	1990	Joshua	Jessica
OR	1990	Michael	Jessica
PA	1990	Michael	Ashley
RI	1990	Michael	Ashley
SC	1990	Christopher	Brittany
SD	1990	Tyler	Ashley
TN	1990	Joshua	Jessica
TX	1990	Michael	Ashley
UT	1990	Michael	Jessica
VA	1990	Christopher	Brittany
